	A1	A2	A3	B1	B2	B3	C1	C2	C3	D1	D2	D3	E1	E2	E3	F1	F2	F3
OTU_2710	0	1	0	0	1	1	2	0	1	0	0	0	0	0	2	0	2	0
OTU_1210	0	2	0	1	0	0	0	0	0	0	0	0	2	4	1	0	0	3
OTU_1267	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	1	1	5
OTU_2253	0	0	0	3	3	0	0	0	0	0	3	1	0	0	0	2	0	1
OTU_3012	0	0	0	0	0	0	0	0	0	2	0	0	0	2	3	3	2	5
OTU_2125	0	0	0	3	1	1	0	0	0	1	0	1	0	0	0	0	0	0
OTU_2357	0	1	0	0	0	0	0	0	0	0	1	0	1	2	3	0	0	0
OTU_2526	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1
OTU_3472	1	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1
OTU_2602	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	2	0	1
OTU_2285	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	1
OTU_2591	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2
OTU_3005	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
OTU_2542	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
OTU_3239	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0
OTU_3017	0	1	0	0	0	0	0	2	2	1	1	0	0	0	0	0	0	0
OTU_3408	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_835	0	0	0	6	6	4	0	0	0	5	3	3	0	0	0	5	5	6
OTU_1821	0	1	0	4	5	2	0	0	0	0	2	0	0	0	0	0	0	0
OTU_59	158	73	79	245	116	279	130	67	111	331	116	79	25	83	44	146	157	174
OTU_2555	6	1	2	6	0	2	5	0	5	10	2	2	0	2	1	1	3	4
OTU_1045	2	6	10	3	2	1	3	1	2	2	12	0	0	0	0	4	0	3
OTU_1751	0	0	0	1	2	2	0	1	0	0	3	0	0	0	1	0	1	1
OTU_1335	0	2	0	1	2	0	0	0	2	0	4	0	0	0	1	0	0	0
OTU_1820	0	0	0	1	1	0	0	0	0	0	0	0	1	2	0	1	0	2
OTU_3199	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_2601	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0
OTU_2732	0	0	0	0	0	0	3	0	0	2	1	0	0	0	0	0	0	0
OTU_3278	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0
OTU_3754	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
OTU_1771	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_2199	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	0
OTU_3218	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0
OTU_3604	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1140	0	0	0	0	0	0	0	4	0	0	1	3	6	0	1	1	3	4
OTU_36	117	307	107	64	83	39	168	360	364	94	150	19	120	63	188	65	41	57
OTU_2886	0	0	0	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0
OTU_1904	169	553	173	60	87	52	118	266	254	156	170	33	346	117	408	87	71	90
OTU_1086	1	15	7	1	3	3	3	6	9	5	4	1	3	3	6	0	1	2
OTU_1257	7	12	7	2	11	7	2	3	3	6	10	2	1	0	0	7	3	1
OTU_18	327	907	292	215	321	177	258	585	557	337	501	86	402	188	528	280	228	262
OTU_231	71	174	51	52	61	27	17	62	56	59	93	14	11	4	13	15	22	38
OTU_948	3	16	2	2	0	2	3	2	2	2	2	1	0	0	0	1	1	5
OTU_2843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
OTU_1	3190	7699	2544	730	1114	789	2231	4748	4537	1730	2255	401	5150	2474	6820	1093	1001	1237
OTU_1774	16	37	17	6	5	2	16	32	35	13	5	3	31	27	45	8	7	7
OTU_80	56	120	58	34	55	48	101	196	208	83	80	24	85	37	109	42	43	59
OTU_2814	2	6	2	0	0	0	0	2	3	0	1	0	4	1	0	0	0	0
OTU_2464	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_3533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
OTU_1754	0	1	0	2	1	1	0	0	0	1	2	0	0	0	0	1	2	1
OTU_1734	0	0	0	4	2	5	0	0	0	8	6	2	0	0	0	2	2	3
OTU_3466	0	0	0	0	1	1	0	0	0	3	3	1	0	0	0	0	0	0
OTU_1873	2	4	4	7	7	6	1	3	3	10	8	5	0	0	0	1	1	4
OTU_1798	3	7	1	0	0	0	0	0	1	2	5	0	1	0	0	0	0	0
OTU_3135	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OTU_984	0	0	0	0	1	0	2	5	1	0	0	0	0	0	0	0	9	3
OTU_3945	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
OTU_1070	0	0	0	5	0	3	0	0	0	4	4	0	0	0	0	0	0	1
OTU_1180	1	6	7	6	16	3	6	14	11	5	9	3	9	7	19	4	6	11
OTU_367	5	20	6	17	30	14	8	32	39	27	22	4	18	6	15	9	11	23
OTU_377	5	12	4	3	12	3	7	13	20	6	5	2	5	13	13	4	9	11
OTU_366	8	29	13	3	6	3	8	15	15	7	6	0	9	12	13	8	5	10
OTU_472	5	3	2	11	24	16	0	9	14	11	3	2	5	6	5	11	10	15
OTU_1382	0	6	0	6	9	5	1	4	4	4	8	2	3	2	1	4	3	6
OTU_665	2	3	3	1	4	0	1	1	3	4	4	2	0	3	6	3	2	1
OTU_800	2	2	1	1	1	2	0	1	0	4	6	1	6	3	0	6	3	7
OTU_1286	0	1	0	2	0	6	4	4	2	0	1	0	0	1	2	1	0	1
OTU_1092	0	0	1	0	5	1	0	0	0	1	3	0	1	0	1	0	1	3
OTU_1640	0	1	0	1	0	1	0	1	1	0	0	1	0	1	0	0	0	1
OTU_1945	0	0	1	0	8	0	0	0	0	1	6	2	0	0	0	0	7	0
OTU_532	2	5	0	14	17	12	4	4	7	3	8	2	1	1	2	5	13	8
OTU_1346	0	0	0	2	10	4	0	0	2	3	2	1	0	0	0	4	2	2
OTU_1687	0	0	0	1	1	2	0	0	1	4	0	0	0	0	0	0	1	0
OTU_2020	0	0	0	0	2	0	0	0	0	2	3	0	0	0	0	1	0	7
OTU_1364	0	1	0	0	1	0	3	1	3	0	1	0	0	3	1	0	0	1
OTU_3500	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
OTU_2247	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0
OTU_1719	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	3	2	1
OTU_1336	0	0	0	2	2	2	0	0	0	1	0	0	0	1	0	1	2	2
OTU_401	2	4	2	13	10	5	11	3	6	14	11	2	6	3	4	13	19	11
OTU_890	1	1	0	1	3	4	2	0	0	4	5	0	0	0	0	3	1	4
OTU_1256	0	0	0	0	0	0	0	0	0	0	0	0	4	5	2	0	0	0
OTU_1104	21	55	25	27	54	32	35	65	62	31	43	8	40	22	48	27	30	28
OTU_1154	0	0	0	7	5	2	0	0	0	3	9	2	0	0	0	1	4	1
OTU_2505	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
OTU_548	5	9	1	66	69	63	13	22	13	68	39	15	4	5	2	43	37	54
OTU_1406	3	2	5	5	13	2	2	1	4	8	3	3	0	1	3	3	5	5
OTU_1359	0	1	1	5	0	2	0	1	0	25	5	1	4	0	2	5	4	3
OTU_2179	1	3	0	3	3	1	3	3	2	3	2	1	0	0	0	0	1	0
OTU_902	0	1	0	2	1	0	0	0	2	9	6	4	2	0	2	1	5	3
OTU_1392	0	2	0	10	4	7	0	0	0	16	6	2	0	0	0	5	3	1
OTU_2218	0	0	0	3	0	1	0	0	0	7	2	0	0	0	0	0	0	4
OTU_3659	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_51	103	293	91	172	278	187	170	365	370	194	175	44	102	58	114	153	125	167
OTU_1040	14	14	0	4	3	2	1	1	3	6	1	2	1	0	0	1	4	7
OTU_3611	1	2	0	3	6	2	1	0	0	14	8	1	0	0	0	4	1	1
OTU_3236	0	0	0	0	1	0	0	0	1	0	0	0	0	3	0	0	1	0
OTU_278	69	137	49	1	0	3	5	11	14	0	0	0	0	0	0	0	0	0
OTU_208	62	182	55	44	101	57	42	106	100	79	107	17	62	51	99	82	68	94
OTU_226	85	162	59	55	121	57	54	121	122	94	88	32	42	30	71	70	63	66
OTU_1199	7	32	6	0	0	1	5	8	5	0	0	0	0	0	0	0	0	0
OTU_1191	1	15	3	7	2	6	8	20	14	6	10	3	6	3	13	7	2	1
OTU_1319	14	21	1	4	4	2	16	19	19	20	22	6	10	14	22	8	10	8
OTU_163	31	101	17	15	23	15	102	201	241	84	130	24	77	64	107	40	45	60
OTU_266	56	148	44	11	21	12	33	63	99	48	56	13	22	12	21	18	17	20
OTU_496	19	30	7	1	6	5	45	91	99	16	34	6	2	5	5	7	10	6
OTU_538	30	48	20	2	8	5	7	5	16	4	6	2	5	2	2	2	2	2
OTU_74	13	32	12	7	4	4	184	431	456	9	14	2	1	1	3	1	2	2
OTU_4030	7	15	4	1	1	2	8	14	18	4	5	4	1	0	0	2	1	4
OTU_987	10	7	7	2	1	3	5	11	4	2	3	2	1	0	1	0	0	0
OTU_1404	0	0	0	3	1	0	0	0	0	1	2	1	1	1	0	3	2	0
OTU_2120	1	1	1	0	0	0	1	1	0	0	0	0	4	1	2	3	0	0
OTU_700	7	11	9	0	0	0	0	3	1	0	0	0	3	2	1	0	0	0
OTU_3894	0	2	0	0	1	0	1	1	4	0	2	0	0	0	0	0	0	0
OTU_2193	0	0	0	0	0	0	2	3	0	1	0	0	0	0	0	0	0	1
OTU_2610	0	0	0	0	0	3	0	1	0	0	2	0	0	0	0	0	2	0
OTU_1953	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0
OTU_1825	1	1	0	0	5	1	0	0	0	4	8	3	0	0	2	2	1	1
OTU_2058	0	0	0	0	3	0	1	0	0	3	2	0	1	0	0	0	0	0
OTU_155	40	111	34	29	53	24	8	42	43	26	36	8	56	30	74	38	25	25
OTU_188	49	76	28	27	55	23	21	64	53	25	30	9	45	26	58	33	35	37
OTU_310	11	7	6	3	1	0	0	0	2	0	1	2	38	30	40	2	1	2
OTU_3428	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
OTU_359	21	34	14	2	3	1	2	5	7	5	1	0	2	3	2	8	6	7
OTU_381	0	0	0	1	2	0	0	0	2	1	4	0	20	22	30	10	7	8
OTU_171	23	58	15	5	15	10	22	35	29	10	12	0	68	18	47	20	25	19
OTU_3468	0	0	1	1	1	0	1	0	0	2	3	0	2	1	1	0	2	1
OTU_954	0	0	0	3	5	1	0	0	0	1	2	2	0	0	0	3	1	4
OTU_2382	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0
OTU_558	10	13	7	10	15	15	5	5	3	33	20	4	6	0	3	30	21	22
OTU_2217	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	1	0	1
OTU_3157	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
OTU_1344	0	1	1	0	0	0	0	0	0	0	0	0	7	2	10	0	0	1
OTU_1050	1	1	3	1	0	0	0	1	1	0	1	0	4	2	4	0	2	3
OTU_2309	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	3
OTU_14	178	454	112	105	156	105	225	400	466	109	117	27	271	142	319	126	112	137
OTU_220	5	16	5	48	48	43	26	51	67	26	24	10	14	11	15	34	29	50
OTU_368	10	54	14	2	9	4	6	27	13	12	12	1	35	17	49	16	12	19
OTU_404	2	7	1	7	8	6	10	24	33	12	5	1	4	4	9	10	7	9
OTU_453	3	3	1	7	6	10	5	9	7	9	11	2	5	1	4	9	11	11
OTU_78	84	283	65	27	34	39	50	109	124	44	53	14	143	70	165	56	51	60
OTU_290	0	5	2	21	16	12	5	3	6	14	12	2	1	2	5	8	9	16
OTU_708	6	7	2	5	3	5	9	15	16	5	6	0	12	8	9	6	3	5
OTU_734	14	38	7	0	7	2	13	15	18	8	7	2	21	10	16	13	9	3
OTU_702	0	1	0	9	7	6	3	3	4	1	2	2	4	3	1	7	6	7
OTU_2834	3	7	5	1	3	2	0	3	2	0	2	0	4	1	6	6	12	3
OTU_3696	0	1	0	0	0	1	0	0	0	1	4	0	1	0	2	1	0	1
OTU_1887	0	1	0	0	0	1	0	0	3	0	0	0	4	1	3	0	0	0
OTU_2037	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	2	0
OTU_2222	0	0	0	0	0	0	0	0	0	1	0	0	1	2	12	0	0	0
OTU_2628	0	0	0	0	0	0	0	3	0	1	2	0	0	0	0	0	1	0
OTU_4033	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
OTU_1457	0	1	0	2	2	2	1	3	1	1	4	0	1	0	1	3	5	0
OTU_1470	2	0	4	0	0	1	1	2	3	0	2	0	1	2	2	0	0	0
OTU_1124	0	0	0	5	1	2	2	0	0	1	3	1	0	0	0	4	2	0
OTU_1994	1	0	0	0	1	2	5	0	3	1	1	0	0	0	0	0	1	0
OTU_2234	0	0	0	0	1	1	0	1	1	0	0	4	0	1	0	2	0	4
OTU_2271	0	0	0	3	1	4	0	0	0	4	2	2	0	0	0	0	0	1
OTU_1796	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	1	0
OTU_2181	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	2	1	1
OTU_3376	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0
OTU_1118	0	0	0	4	3	1	0	0	0	0	2	0	0	0	0	1	0	0
OTU_1337	0	0	0	0	1	1	0	0	0	5	2	0	0	0	0	0	0	1
OTU_2192	0	0	0	2	0	4	0	0	0	2	0	1	0	0	0	0	1	0
OTU_3414	0	0	0	3	2	0	0	1	0	0	1	0	0	1	0	0	0	0
OTU_1885	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	2
OTU_2092	2	3	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
OTU_2378	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	1
OTU_2408	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0
OTU_2512	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	2
OTU_3233	0	0	0	1	2	0	0	0	0	1	1	0	0	0	0	0	0	0
OTU_4062	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0
OTU_1881	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_2106	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0
OTU_2511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2
OTU_2963	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0
OTU_3165	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
OTU_3452	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0
OTU_3601	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0
OTU_3192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0
OTU_3557	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1452	0	1	0	1	2	1	0	1	1	0	3	2	5	5	4	6	6	7
OTU_1460	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	1	3	2
OTU_3811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
OTU_1072	0	5	4	1	0	2	3	2	2	3	1	0	0	0	0	2	0	1
OTU_1354	0	0	0	3	3	5	1	2	0	1	1	0	0	0	1	1	5	1
OTU_1841	1	0	1	1	0	0	0	0	1	3	1	0	0	0	0	1	0	1
OTU_1884	0	1	1	0	0	0	0	0	0	1	0	0	0	0	4	1	1	0
OTU_2051	0	0	0	2	2	0	0	0	0	2	2	0	0	0	0	0	1	0
OTU_3092	1	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	2
OTU_1770	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0
OTU_2368	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1
OTU_3642	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2
OTU_3844	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_1279	0	1	0	9	10	10	1	2	4	4	7	1	4	2	4	6	3	6
OTU_843	7	8	4	2	0	0	4	3	5	1	3	0	0	1	2	2	2	0
OTU_1750	0	1	1	1	3	2	0	1	2	3	1	3	0	0	0	0	3	2
OTU_1902	0	2	0	0	4	4	1	2	0	3	1	0	1	1	0	1	3	1
OTU_631	0	8	1	0	1	0	6	13	13	0	3	0	4	9	9	1	1	0
OTU_930	3	2	0	1	0	1	0	0	0	0	5	0	1	4	5	2	3	3
OTU_949	1	7	1	0	0	0	5	6	8	1	0	0	2	3	4	0	0	1
OTU_1094	0	0	0	2	4	2	0	0	0	2	3	2	0	0	1	2	2	2
OTU_1454	0	2	0	4	6	2	0	0	1	2	2	1	0	0	0	1	0	1
OTU_1868	0	2	2	4	0	0	1	1	1	0	0	0	2	2	1	0	1	0
OTU_1686	1	0	0	2	3	1	0	1	0	0	1	1	0	0	0	3	0	2
OTU_1812	1	0	0	0	3	0	0	2	1	2	1	1	0	0	0	2	2	0
OTU_4043	1	0	0	0	1	2	0	1	0	2	4	1	0	0	0	0	3	2
OTU_1183	2	3	4	0	0	0	1	0	4	0	0	1	4	0	1	0	0	0
OTU_2139	0	1	0	0	0	1	0	0	1	4	2	0	0	1	2	0	0	1
OTU_1739	0	0	0	4	1	0	0	0	0	1	2	0	0	0	0	1	2	1
OTU_2848	0	0	0	0	3	0	0	0	0	0	1	1	1	0	2	1	0	1
OTU_3569	1	0	0	1	2	1	0	0	1	1	1	0	0	0	0	0	0	0
OTU_1293	0	0	0	2	6	2	0	0	0	1	1	0	0	0	0	0	1	0
OTU_1318	0	0	0	0	4	0	0	3	0	3	2	1	0	0	0	3	0	0
OTU_1358	2	2	0	0	0	0	1	2	4	0	1	0	0	0	0	0	0	0
OTU_1810	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	1
OTU_2141	0	2	0	2	0	0	1	1	0	0	0	0	0	1	0	0	0	1
OTU_2443	0	0	0	2	0	0	0	1	1	0	0	0	0	1	0	1	1	0
OTU_1984	0	0	0	3	1	0	0	0	0	0	2	0	0	0	0	1	4	0
OTU_2059	0	0	0	1	1	1	0	0	2	3	0	0	0	0	0	0	0	0
OTU_2093	0	0	1	1	0	0	2	4	1	0	0	0	0	0	0	0	0	0
OTU_3088	0	1	0	0	0	0	0	1	1	2	1	0	0	0	0	0	0	0
OTU_3136	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1
OTU_1638	0	0	0	0	0	1	0	0	0	4	1	1	0	0	0	0	0	0
OTU_1901	0	0	0	0	0	0	2	2	1	0	0	0	0	0	3	0	0	0
OTU_2235	0	0	0	2	3	0	0	0	0	2	1	0	0	0	0	0	0	0
OTU_2682	2	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1
OTU_2100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
OTU_2731	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0
OTU_2749	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3280	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
OTU_3379	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_3511	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
OTU_3736	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	1	0	0
OTU_3988	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
OTU_1962	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0
OTU_2680	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2951	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_3143	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3866	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_1712	1	0	1	0	1	2	0	0	0	3	1	1	0	0	0	2	2	1
OTU_1428	0	0	3	1	2	1	0	3	2	2	1	3	2	2	4	1	1	1
OTU_1200	0	0	0	2	0	5	1	0	2	5	3	0	2	0	0	3	1	2
OTU_1707	0	0	0	3	1	3	0	0	0	0	5	1	2	0	0	0	2	1
OTU_920	0	0	0	3	6	0	1	0	0	0	1	1	0	0	0	1	1	2
OTU_1501	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	1	0
OTU_1519	1	1	2	0	0	0	1	0	2	0	0	0	2	0	2	0	0	0
OTU_1668	0	0	0	0	0	0	1	0	2	2	0	0	1	1	2	0	0	1
OTU_1723	0	0	0	3	2	1	0	0	0	2	3	0	0	0	0	2	2	0
OTU_1325	0	0	0	1	1	0	2	0	0	0	0	1	0	0	1	0	0	1
OTU_2013	0	0	0	2	0	1	0	0	0	0	2	0	1	0	0	0	0	2
OTU_2214	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1647	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	1	0	0
OTU_2888	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
OTU_2131	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_3190	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
OTU_813	1	0	2	3	1	1	10	8	2	4	5	3	2	6	4	2	2	4
OTU_856	2	7	1	2	3	2	2	2	2	2	3	0	12	9	9	2	5	5
OTU_2155	2	3	1	2	2	3	2	1	2	1	0	1	3	0	1	0	1	2
OTU_1077	1	2	1	0	2	1	4	2	7	0	1	1	3	0	1	1	0	2
OTU_1871	1	1	0	2	2	4	1	1	0	7	3	0	0	0	4	4	5	4
OTU_2011	0	2	0	1	2	3	0	3	1	2	3	0	1	0	1	1	2	6
OTU_2162	0	0	1	4	3	3	0	1	0	2	1	0	2	2	2	4	6	3
OTU_760	7	9	0	1	1	0	3	8	7	1	2	0	2	1	1	2	0	0
OTU_1350	0	1	0	3	3	1	0	0	1	4	3	0	1	3	0	4	3	2
OTU_869	0	4	1	1	6	7	5	13	5	5	4	0	3	0	0	0	0	1
OTU_1149	0	0	0	0	3	1	0	0	0	8	1	0	1	2	1	1	2	3
OTU_780	5	7	2	0	2	0	2	2	2	0	0	0	4	1	5	0	0	0
OTU_1011	2	7	1	0	0	0	4	0	4	1	0	0	2	0	2	0	1	0
OTU_1383	0	5	0	0	0	1	2	1	2	0	2	0	2	0	2	1	0	0
OTU_1606	0	0	0	0	0	1	1	1	0	2	1	0	0	0	3	1	1	3
OTU_2184	0	0	0	2	3	2	0	0	2	2	1	0	0	0	0	3	2	1
OTU_2308	0	0	0	1	0	0	1	0	0	2	1	1	0	1	0	1	1	1
OTU_3133	4	0	3	0	0	0	1	2	1	0	1	0	0	2	0	1	1	0
OTU_1387	0	0	0	1	2	2	0	0	0	0	1	3	0	0	0	4	2	2
OTU_1854	0	3	0	1	0	0	0	0	0	1	1	1	0	0	1	2	2	0
OTU_1992	0	1	1	0	1	1	0	3	0	0	0	0	1	1	0	0	0	2
OTU_922	5	2	1	0	0	0	2	1	0	0	0	1	1	0	4	0	0	0
OTU_927	0	2	0	0	0	0	0	4	2	2	0	0	2	1	6	1	0	0
OTU_1978	0	0	1	1	0	0	1	3	1	1	1	0	0	0	0	0	0	0
OTU_1485	0	0	0	0	2	0	0	2	3	0	1	0	2	0	0	0	1	0
OTU_1604	2	1	1	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0
OTU_1972	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	2	3
OTU_2887	0	1	1	0	0	0	1	0	0	2	0	0	0	0	1	0	0	1
OTU_1307	1	3	6	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
OTU_1632	0	0	0	0	1	0	0	0	0	0	0	0	0	3	1	1	0	1
OTU_1746	1	0	0	0	1	0	0	0	0	0	1	0	1	3	0	0	0	0
OTU_1787	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	1	1	0
OTU_1835	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	2	0	2
OTU_1937	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0
OTU_2077	0	0	0	1	0	2	1	0	0	0	1	0	0	0	0	0	1	0
OTU_2156	2	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0
OTU_2295	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0
OTU_2614	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	1
OTU_2629	0	0	0	1	0	1	2	4	0	0	0	0	0	0	0	0	0	1
OTU_1308	0	0	0	2	1	0	0	0	0	0	4	0	0	0	0	0	1	0
OTU_1732	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	3
OTU_2033	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0	1	0
OTU_2168	0	2	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
OTU_2299	1	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0
OTU_2663	0	4	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
OTU_2686	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	1
OTU_2702	0	4	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0
OTU_2866	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1
OTU_2924	0	1	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0
OTU_2424	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3
OTU_2506	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_3160	0	0	1	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0
OTU_3494	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
OTU_3796	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
OTU_3835	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0
OTU_2262	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_2274	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3
OTU_2947	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
OTU_3054	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_3070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
OTU_3334	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
OTU_3884	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_232	36	19	18	52	24	54	35	13	19	65	23	9	21	34	16	24	26	44
OTU_246	10	9	8	10	14	24	18	15	12	25	15	5	23	22	29	28	16	36
OTU_312	10	6	10	17	17	30	15	18	24	22	14	2	23	26	19	39	27	48
OTU_382	3	6	3	35	30	40	5	3	6	54	26	17	3	11	9	30	26	16
OTU_410	13	29	11	1	9	1	10	5	12	19	2	4	14	17	25	7	13	7
OTU_567	2	2	1	1	1	1	6	11	3	7	8	2	6	1	1	2	2	2
