Query_id	tax
total_7488240	k__Bacteria
total_7488394	k__Bacteria
total_7488681	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_7488897	k__Bacteria
total_7488937	k__Bacteria
total_7489062	k__Bacteria
total_7489601	k__Bacteria
total_7490245	k__Bacteria
total_7491809	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfosarcina;s__Desulfosarcina_sp._BuS5
total_7492113	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_7492343	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_7492765	k__Bacteria
total_7492802	Unclassified
total_7493031	k__Bacteria
total_7493032	k__Bacteria
total_7493034	k__Bacteria
total_7493042	k__Bacteria
total_7493046	k__Bacteria
total_7493048	k__Bacteria
total_7493049	k__Bacteria
total_7493050	k__Bacteria
total_7493055	k__Bacteria
total_7493665	k__Bacteria;p__Proteobacteria
total_7494184	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_7494281	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_7494476	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae
total_7494647	k__Bacteria
total_7495416	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_7495534	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_7495782	k__Bacteria
total_7495784	k__Bacteria;p__Acidobacteria;c__Blastocatellia;o__Unclassified;f__Unclassified;g__Pyrinomonas;s__Pyrinomonas_methylaliphatogenes
total_7495975	k__Bacteria
total_7496591	k__Bacteria
total_7497566	k__Bacteria
total_7498049	k__Bacteria;p__Proteobacteria
total_7499437	k__Bacteria
total_7499628	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
total_7499799	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_7500053	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae
total_7500183	k__Bacteria
total_7500185	Unclassified
total_7500186	k__Bacteria;p__Acidobacteria;c__Blastocatellia;o__Unclassified;f__Unclassified;g__Pyrinomonas;s__Pyrinomonas_methylaliphatogenes
total_7500272	k__Bacteria
total_7500552	k__Bacteria;p__Proteobacteria
total_7500857	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_7501444	Unclassified
total_7501453	k__Bacteria
total_7501483	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_7501941	k__Bacteria;p__Proteobacteria
total_750223	k__Bacteria
total_7502421	k__Bacteria
total_7502791	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_750310	k__Bacteria
total_7503168	k__Bacteria
total_7503308	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_7503472	k__Bacteria
total_7503615	k__Bacteria
total_7503665	k__Bacteria
total_7503666	k__Bacteria
total_7503668	k__Bacteria
total_7503945	k__Bacteria
total_7505006	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces
total_7505254	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_750539	k__Bacteria
total_750546	k__Bacteria
total_75055	k__Bacteria
total_75056	k__Bacteria;p__Bacteroidetes
total_7506450	k__Bacteria
total_7506636	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_7507761	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_7507816	k__Bacteria
total_750811	k__Bacteria
total_7508147	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_7508563	k__Bacteria;p__Proteobacteria
total_7508644	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_7509024	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae
total_7509025	k__Bacteria
total_7509026	k__Bacteria;p__Proteobacteria
total_7509200	k__Bacteria
total_7509203	k__Bacteria
total_7509970	k__Bacteria
total_7511169	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_7511491	k__Bacteria
total_7511874	k__Bacteria
total_7512168	k__Bacteria
total_7512347	k__Bacteria
total_7512360	k__Bacteria
total_7512650	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_7512773	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_7512802	Unclassified
total_7512811	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_7513031	k__Bacteria
total_7513135	k__Bacteria
total_7513518	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_7514084	k__Bacteria
total_751409	k__Bacteria
total_7514125	k__Bacteria
total_7514239	k__Bacteria
total_7514246	k__Bacteria
total_7514249	k__Bacteria
total_7514253	Unclassified
total_7514260	k__Bacteria
total_7514273	k__Bacteria
total_7514292	k__Bacteria
total_7514301	k__Bacteria;p__Proteobacteria
total_7514305	k__Bacteria
total_7514490	k__Bacteria;p__Bacteroidetes
total_75159	k__Bacteria
total_7516023	k__Bacteria
total_7516083	k__Bacteria
total_7516144	k__Bacteria
total_7516500	k__Bacteria
total_7516602	k__Bacteria
total_7517306	k__Bacteria;p__Proteobacteria
total_7517309	k__Bacteria
total_7517703	k__Bacteria;p__Bacteroidetes
total_7517823	k__Bacteria
total_7518096	k__Bacteria
total_7518473	k__Bacteria
total_7518551	Unclassified
total_7518826	k__Bacteria
total_7518923	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae;g__Myxococcus;s__Myxococcus_fulvus
total_7519162	Unclassified
total_751933	k__Bacteria
total_7519900	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_7520233	Unclassified
total_7520554	k__Bacteria
total_7520579	k__Bacteria
total_7520897	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella;s__Granulicella_tundricola
total_752106	Unclassified
total_7521146	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
total_7521423	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_7521828	k__Bacteria
total_7522108	k__Bacteria
total_752230	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_7522776	k__Bacteria
total_7522903	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_7523916	k__Bacteria
total_7524593	k__Bacteria
total_7525291	k__Bacteria
total_7525341	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_7525734	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_7525865	k__Bacteria
total_7525989	k__Bacteria
total_7526233	k__Bacteria
total_7526755	k__Bacteria
total_7526863	k__Bacteria;p__Proteobacteria
total_7527678	k__Bacteria
total_7527702	k__Bacteria
total_7527899	k__Bacteria
total_7528163	k__Bacteria
total_7528346	k__Bacteria
total_7528392	k__Bacteria
total_7528694	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales
total_7528816	k__Bacteria
total_7528826	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_7529375	k__Bacteria
total_753011	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_7530272	k__Bacteria
total_753116	k__Bacteria
total_7531480	k__Bacteria
total_753165	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_7532056	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_7532445	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_753281	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium
total_7533848	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_7535568	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae
total_7535807	k__Bacteria
total_7535825	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
total_753611	k__Bacteria
total_753613	k__Bacteria
total_7536648	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_7537100	k__Bacteria;p__Proteobacteria
total_7537126	k__Bacteria
total_7537212	k__Bacteria
total_7537600	k__Bacteria
total_75377	k__Bacteria
total_7537749	k__Bacteria
total_7537831	k__Bacteria
total_7538338	k__Bacteria
total_7538512	k__Bacteria
total_7538682	k__Bacteria
total_7539627	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_7539684	k__Bacteria
total_7539879	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_7540189	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae
total_7540346	k__Bacteria
total_7540348	k__Bacteria
total_7540463	k__Bacteria
total_7540646	k__Bacteria
total_7540647	k__Bacteria
total_7540712	k__Bacteria
total_7540948	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_7540949	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
total_7540950	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_7540953	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_7540954	k__Bacteria
total_7541092	k__Bacteria
total_7541552	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_7541560	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_7542728	k__Bacteria
total_7542877	k__Bacteria;p__Proteobacteria
total_7544538	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_754461	k__Bacteria
total_7545246	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_754538	k__Bacteria
total_7545792	Unclassified
total_7545796	k__Bacteria;p__Firmicutes
total_7545856	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_7546836	k__Bacteria;p__Bacteroidetes
total_7546915	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_7547028	k__Bacteria
total_7547429	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__Gemmatimonas_sp._SM23_52
total_7547521	k__Bacteria
total_7547545	k__Bacteria;p__Firmicutes
total_7547608	k__Bacteria;p__Bacteroidetes
total_7547646	k__Bacteria;p__Proteobacteria
total_7547740	k__Bacteria
total_7547926	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_7548123	k__Bacteria;p__Bacteroidetes
total_7548163	k__Bacteria
total_7549167	k__Bacteria
total_7549579	k__Bacteria
total_7549617	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_7549786	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_7550197	k__Bacteria
total_7550199	k__Bacteria
total_7550895	k__Bacteria
total_7550985	k__Bacteria
total_75511	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Niastella;s__Niastella_koreensis
total_7551131	k__Bacteria
total_7551187	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae
total_7551231	k__Bacteria;p__Proteobacteria
total_7551332	k__Bacteria
total_7551488	k__Bacteria;p__Proteobacteria
total_7551595	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_7552917	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Unclassified;f__Unclassified;g__Unclassified;s__alpha_proteobacterium_AAP81b
total_7553033	k__Bacteria;p__Proteobacteria
total_7553425	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_755389	k__Bacteria
total_7553931	k__Bacteria
total_7554982	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae
total_7555410	k__Bacteria;p__Proteobacteria
total_7556335	k__Bacteria
total_7556344	k__Bacteria
total_7556401	k__Bacteria
total_7556420	k__Bacteria;p__Proteobacteria
total_7556490	k__Bacteria;p__Proteobacteria
total_755658	Unclassified
total_7556818	k__Bacteria
total_7557252	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_7557330	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_7557463	Unclassified
total_7557686	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_7557907	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae
total_7557988	Unclassified
total_755869	k__Bacteria
total_7558740	k__Bacteria
total_7558828	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_7559662	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_7559795	k__Bacteria
total_7560067	k__Bacteria
total_7560070	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_7560082	k__Bacteria
total_7560214	k__Bacteria;p__Proteobacteria
total_7560803	k__Bacteria
total_7560826	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_7560925	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_7560971	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_7561654	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_756188	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_7561958	k__Bacteria
total_7562131	Unclassified
total_7562132	k__Bacteria
total_7562176	k__Bacteria
total_7562473	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales
total_7563127	k__Bacteria
total_7563278	k__Bacteria
total_7563349	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_7563814	k__Bacteria
total_7564091	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_7564197	k__Bacteria
total_7564325	k__Bacteria;p__Proteobacteria
total_7564326	k__Bacteria;p__Proteobacteria
total_7564571	k__Bacteria;p__Acidobacteria
total_7565177	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_7565285	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_7565639	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae
total_7566252	k__Bacteria
total_7567523	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_7567688	k__Bacteria
total_7567829	k__Bacteria
total_7568409	k__Bacteria
total_756906	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
total_7569228	Unclassified
total_7569799	k__Bacteria;p__Proteobacteria
total_756986	k__Bacteria
total_7570017	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_757031	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_757033	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_7570945	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_7570985	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_7571073	k__Bacteria;p__Proteobacteria
total_7571448	k__Bacteria;p__Acidobacteria;c__Blastocatellia;o__Unclassified;f__Unclassified;g__Chloracidobacterium;s__Chloracidobacterium_thermophilum
total_7571875	k__Bacteria;p__Proteobacteria
total_7571910	k__Bacteria
total_7571919	Unclassified
total_7572192	k__Bacteria
total_757227	k__Bacteria
total_7572669	k__Bacteria
total_7572790	k__Bacteria;p__Bacteroidetes
total_7573192	k__Bacteria;p__Planctomycetes
total_7573512	k__Bacteria
total_7573614	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_7573740	k__Bacteria;p__Proteobacteria
total_757385	k__Bacteria;p__Actinobacteria
total_7573932	k__Bacteria
total_7574253	k__Bacteria
total_7575243	k__Bacteria
total_7575783	k__Bacteria
total_7575843	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter
total_7576011	k__Bacteria
total_7576615	k__Bacteria
total_7576793	k__Bacteria
total_7577185	k__Bacteria
total_7577415	k__Bacteria
total_7577536	Unclassified
total_757812	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_7578301	k__Bacteria
total_7578567	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter;s__Geobacter_pickeringii
total_7578729	k__Bacteria
total_7579073	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_7579303	k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus
total_7579495	k__Bacteria;p__Actinobacteria
total_7579680	k__Bacteria
total_7579946	k__Bacteria
total_7580883	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae
total_7580894	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_7580967	k__Bacteria
total_7581174	k__Bacteria
total_7581578	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_7582402	k__Bacteria;p__Proteobacteria
total_7583097	k__Bacteria
total_7583102	k__Bacteria;p__Acidobacteria
total_7583103	k__Bacteria
total_7583104	k__Bacteria
total_7583220	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_7583278	k__Bacteria
total_7583892	k__Bacteria;p__Proteobacteria
total_7583945	k__Bacteria
total_7583946	k__Bacteria
total_7584511	Unclassified
total_7584691	k__Bacteria
total_7585244	k__Bacteria
total_7585261	k__Bacteria
total_7585262	k__Bacteria
total_758540	k__Bacteria
total_758541	k__Bacteria
total_7585814	k__Bacteria
total_7585854	k__Bacteria;p__Proteobacteria
total_7585978	k__Bacteria
total_7586923	Unclassified
total_7587211	k__Bacteria;p__Cyanobacteria;c__Unclassified
total_758744	k__Bacteria
total_758745	k__Bacteria
total_7587880	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_7588095	k__Bacteria
total_7588121	k__Bacteria
total_7588350	k__Bacteria
total_758870	Unclassified
total_7588791	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_758887	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
total_7589290	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_7590002	k__Bacteria
total_7590071	k__Bacteria
total_7590447	k__Bacteria
total_7590888	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_7590895	k__Bacteria;p__Bacteroidetes
total_7590923	k__Bacteria
total_7591121	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_7592277	Unclassified
total_7592483	k__Bacteria
total_759285	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae
total_7593277	k__Bacteria
total_7593389	k__Bacteria
total_759417	k__Bacteria
total_7594252	k__Bacteria;p__Acidobacteria;c__Blastocatellia;o__Unclassified;f__Unclassified;g__Pyrinomonas;s__Pyrinomonas_methylaliphatogenes
total_7594351	k__Bacteria;p__Bacteroidetes
total_7594501	k__Bacteria
total_7594807	k__Bacteria;p__Proteobacteria
total_7595066	Unclassified
total_7595260	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_7595312	k__Bacteria
total_7595331	k__Bacteria
total_7595357	k__Bacteria
total_7595416	k__Bacteria;p__Proteobacteria
total_7595475	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
total_7595632	k__Bacteria
total_759613	k__Bacteria
total_759614	Unclassified
total_7596939	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_759721	k__Bacteria
total_7597281	k__Bacteria;p__Proteobacteria
total_7597482	k__Bacteria
total_7597502	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_7597687	k__Bacteria
total_7597772	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae
total_7597831	k__Bacteria
total_7598163	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_7598645	k__Bacteria
total_7598770	k__Bacteria
total_7598891	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_7598985	Unclassified
total_7599189	k__Bacteria
total_7599466	k__Bacteria
total_7599778	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae
total_7599792	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_7599889	k__Bacteria
total_7600108	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_7600977	k__Bacteria;p__Acidobacteria;c__Unclassified;o__Unclassified;f__Unclassified;g__Thermoanaerobaculum;s__Thermoanaerobaculum_aquaticum
total_7601171	k__Bacteria;p__Proteobacteria
total_7601552	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae
total_7601639	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_7601641	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_7601818	k__Bacteria
total_7601875	k__Bacteria
total_760252	k__Bacteria
total_7602686	k__Bacteria
total_7603580	k__Bacteria;p__Proteobacteria
total_7603910	Unclassified
total_7604093	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_7604200	k__Bacteria
total_7604257	Unclassified
total_7604425	k__Bacteria;p__Bacteroidetes
total_7606131	k__Bacteria
total_760642	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_7607601	k__Bacteria
total_7607633	k__Bacteria
total_7608355	k__Bacteria
total_7608365	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae
total_7608762	k__Bacteria
total_7609877	k__Bacteria
total_7610022	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_7610161	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_7610842	k__Bacteria;p__Proteobacteria
total_7611014	k__Bacteria
total_7611266	k__Bacteria
total_7611677	k__Bacteria
total_7611888	k__Bacteria
total_7611988	k__Bacteria
total_7612148	k__Bacteria
total_7612149	k__Bacteria
total_7612409	k__Bacteria
total_7613075	k__Bacteria
total_7613277	Unclassified
total_7613761	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_7613764	k__Bacteria
total_761504	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_7615480	k__Bacteria
total_7615541	k__Bacteria
total_7616023	k__Bacteria;p__Proteobacteria
total_7616184	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_7616844	k__Bacteria
total_7616956	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae
total_7617600	k__Bacteria
total_7618186	Unclassified
total_7618788	k__Bacteria
total_7618878	k__Bacteria
total_7619815	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_762021	k__Bacteria
total_7620796	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_7620828	k__Bacteria
total_7621033	k__Bacteria;p__Proteobacteria
total_7622135	k__Bacteria
total_7622140	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales
total_7622208	k__Bacteria
total_7622322	k__Bacteria
total_7622949	k__Bacteria
total_762325	k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Thermales;f__Thermaceae
total_7623611	k__Bacteria
total_762388	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_7624405	k__Bacteria;p__Proteobacteria
total_7624727	k__Bacteria
total_7625190	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_7625522	k__Bacteria
total_7625794	k__Bacteria
total_7626046	k__Bacteria;p__Bacteroidetes
total_7626050	k__Bacteria
total_7626159	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylomicrobium
total_762626	k__Bacteria
total_7626319	k__Bacteria
total_7626323	k__Bacteria
total_7626904	k__Bacteria
total_7627178	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae
total_7627465	Unclassified
total_762748	k__Bacteria
total_7627841	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_7627992	k__Bacteria;p__Proteobacteria
total_7628100	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae
total_7628101	k__Bacteria;p__Proteobacteria
total_7628314	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_7628376	k__Bacteria;p__Proteobacteria
total_7628384	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_7628825	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_7629033	k__Bacteria;p__Bacteroidetes
total_7629081	k__Bacteria;p__Proteobacteria
total_7629107	k__Bacteria
total_7629375	Unclassified
total_7629610	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae
total_7629678	k__Bacteria
total_7629690	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_7629739	k__Bacteria
total_7630093	Unclassified
total_7630264	k__Bacteria
total_7630273	Unclassified
total_763066	k__Bacteria;p__Cyanobacteria;c__Unclassified;o__Nostocales;f__Nostocaceae;g__Aphanizomenon;s__Aphanizomenon_flos-aquae
total_763068	k__Bacteria
total_763075	k__Bacteria
total_7630845	k__Bacteria
total_7631355	k__Bacteria
total_7631625	k__Bacteria
total_7631667	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_7632259	k__Bacteria
total_7632299	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_763259	k__Bacteria
total_7632841	k__Bacteria
total_7632937	k__Bacteria
